0,0,1
21,0,2
32,0,3
166,0,4
209,0,5
227,0,6
310,0,7
326,0,8
210,1,5
211,1,5
212,1,5
213,1,5
214,1,5
215,1,5
216,1,5
217,1,5
218,1,5
219,1,5
167,2,4
168,2,4
169,2,4
170,2,4
171,2,4
172,2,4
173,2,4
174,2,4
33,3,3
34,3,3
35,3,3
36,3,3
37,3,3
38,3,3
39,3,3
40,3,3
41,3,3
42,3,3
311,3,7
312,3,7
313,3,7
314,3,7
1,5,1
2,5,1
3,5,1
4,5,1
5,5,1
6,5,1
7,5,1
8,5,1
220,5,5
221,5,5
222,5,5
223,5,5
224,5,5
225,5,5
226,5,5
9,6,1
10,6,1
11,6,1
12,6,1
13,6,1
315,6,7
327,6,8
328,6,8
329,6,8
330,6,8
14,7,1
15,7,1
16,7,1
17,7,1
18,7,1
316,7,7
317,7,7
318,7,7
175,8,4
176,8,4
177,8,4
178,8,4
179,8,4
180,8,4
228,9,6
229,9,6
230,9,6
231,9,6
232,9,6
233,9,6
22,10,2
23,10,2
24,10,2
25,10,2
26,10,2
27,10,2
28,10,2
29,10,2
30,10,2
31,10,2
43,10,3
44,10,3
45,10,3
46,10,3
47,10,3
48,10,3
49,10,3
50,10,3
19,11,1
20,11,1
181,13,4
182,13,4
183,13,4
184,13,4
185,13,4
234,13,6
235,13,6
236,13,6
237,13,6
319,15,7
320,15,7
321,15,7
322,15,7
323,15,7
324,15,7
325,15,7
331,15,8
332,15,8
333,15,8
334,15,8
335,15,8
336,15,8
337,15,8
51,19,3
52,19,3
53,19,3
54,19,3
55,19,3
56,19,3
238,19,6
239,19,6
240,19,6
241,19,6
242,19,6
243,19,6
244,19,6
186,20,4
187,20,4
188,20,4
189,20,4
190,20,4
191,20,4
192,20,4
193,20,4
194,20,4
195,20,4
57,22,3
58,22,3
59,22,3
60,22,3
61,22,3
62,22,3
63,22,3
245,22,6
246,22,6
247,22,6
248,22,6
249,22,6
250,22,6
251,22,6
252,22,6
253,22,6
338,22,8
339,22,8
340,22,8
341,22,8
342,22,8
343,22,8
344,22,8
345,22,8
346,22,8
347,22,8
196,24,4
254,24,6
255,24,6
256,24,6
257,24,6
258,24,6
259,24,6
260,24,6
261,24,6
64,29,3
65,29,3
66,29,3
67,29,3
68,29,3
69,29,3
70,29,3
71,29,3
72,29,3
73,29,3
197,32,4
198,32,4
199,32,4
200,32,4
201,32,4
202,32,4
348,32,8
349,32,8
350,32,8
351,32,8
352,32,8
353,32,8
354,32,8
355,32,8
262,33,6
263,33,6
264,33,6
265,33,6
266,33,6
74,34,3
75,34,3
76,34,3
356,34,8
357,34,8
358,34,8
77,39,3
78,39,3
203,39,4
267,39,6
268,39,6
269,39,6
270,39,6
271,39,6
272,42,6
273,42,6
274,42,6
359,42,8
360,42,8
361,42,8
362,42,8
363,42,8
364,42,8
365,42,8
366,42,8
204,43,4
205,43,4
79,47,3
80,47,3
81,47,3
206,48,4
207,48,4
208,48,4
82,49,3
83,49,3
84,49,3
85,49,3
86,49,3
275,51,6
276,51,6
277,51,6
278,51,6
279,51,6
280,51,6
281,51,6
87,52,3
88,52,3
89,52,3
90,52,3
91,52,3
92,52,3
93,52,3
94,52,3
367,52,8
368,52,8
369,52,8
370,52,8
371,52,8
372,52,8
373,52,8
374,52,8
95,56,3
96,56,3
97,56,3
98,56,3
99,56,3
100,56,3
375,59,8
376,59,8
377,59,8
282,61,6
283,61,6
284,61,6
285,61,6
286,61,6
287,61,6
288,61,6
101,65,3
102,65,3
103,65,3
104,65,3
105,65,3
106,65,3
107,65,3
108,65,3
109,65,3
289,66,6
290,66,6
291,66,6
292,66,6
293,66,6
378,68,8
379,68,8
380,68,8
381,68,8
382,68,8
383,68,8
110,70,3
111,70,3
112,70,3
113,70,3
114,70,3
294,70,6
295,70,6
296,70,6
297,70,6
298,70,6
299,70,6
300,70,6
301,70,6
302,72,6
384,75,8
385,75,8
115,77,3
116,77,3
117,77,3
118,77,3
303,80,6
304,80,6
305,80,6
306,80,6
386,82,8
387,82,8
388,82,8
389,82,8
307,83,6
308,83,6
309,83,6
119,87,3
120,87,3
121,87,3
122,87,3
123,87,3
124,87,3
125,87,3
126,87,3
127,87,3
128,92,3
129,92,3
130,92,3
131,92,3
132,92,3
133,92,3
134,99,3
135,99,3
136,108,3
137,108,3
138,108,3
139,108,3
140,108,3
141,117,3
142,117,3
143,117,3
144,117,3
145,117,3
146,117,3
147,125,3
148,125,3
149,128,3
150,128,3
151,128,3
152,128,3
153,128,3
154,128,3
155,128,3
156,128,3
157,128,3
158,128,3
159,129,3
160,129,3
161,129,3
162,129,3
163,129,3
164,129,3
165,129,3
