0,1,1
1,2,1
1,3,1
1,4,1
1,5,1
2,6,1
2,7,1
2,8,1
2,9,1
3,10,1
3,11,1
3,12,1
3,13,1
4,14,1
4,15,1
5,16,1
6,17,1
6,18,1
6,19,1
6,20,1
7,21,1
8,22,1
8,23,1
9,24,1
9,25,1
300,26,1
301,27,1
301,28,1
301,29,1
301,30,1
302,31,1
302,32,1
302,33,1
302,34,1
303,35,1
303,36,1
304,37,1
304,38,1
304,39,1
305,40,1
305,41,1
305,42,1
305,43,1
306,44,1
306,45,1
306,46,1
306,47,1
307,48,1
307,49,1
307,50,1
600,51,1
601,52,1
602,53,1
602,54,1
603,55,1
603,56,1
603,57,1
603,58,1
604,59,1
604,60,1
604,61,1
604,62,1
605,63,1
605,64,1
606,65,1
607,66,1
608,67,1
608,68,1
609,69,1
609,70,1
609,71,1
610,72,1
610,73,1
610,74,1
610,75,1
900,76,1
901,77,1
901,78,1
901,79,1
902,80,1
902,81,1
903,82,1
903,83,1
904,84,1
904,85,1
905,86,1
905,87,1
905,88,1
906,89,1
907,90,1
907,91,1
908,92,1
908,93,1
909,94,1
909,95,1
909,96,1
910,97,1
910,98,1
910,99,1
910,100,1
1200,101,1
1201,102,1
1201,103,1
1201,104,1
1202,105,1
1202,106,1
1202,107,1
1203,108,1
1203,109,1
1204,110,1
1204,111,1
1204,112,1
1205,113,1
1205,114,1
1205,115,1
1206,116,1
1206,117,1
1206,118,1
1206,119,1
1207,120,1
1207,121,1
1207,122,1
1208,123,1
1208,124,1
1208,125,1
1500,126,1
1501,127,1
1501,128,1
1502,129,1
1503,130,1
1503,131,1
1503,132,1
1504,133,1
1505,134,1
1505,135,1
1506,136,1
1506,137,1
1506,138,1
1506,139,1
1507,140,1
1507,141,1
1507,142,1
1508,143,1
1508,144,1
1508,145,1
1508,146,1
1509,147,1
1509,148,1
1510,149,1
1510,150,1
1800,151,1
