0,1,1
1,2,1
1,3,1
1,4,1
1,5,1
1,6,1
1,7,1
1,8,1
1,9,1
1,10,1
1,11,1
1,12,1
1,13,1
2,14,1
2,15,1
2,16,1
2,17,1
2,18,1
2,19,1
2,20,1
2,21,1
2,22,1
2,23,1
2,24,1
2,25,1
3,26,1
3,27,1
3,28,1
3,29,1
3,30,1
3,31,1
3,32,1
3,33,1
3,34,1
3,35,1
3,36,1
3,37,1
4,38,1
4,39,1
4,40,1
4,41,1
4,42,1
4,43,1
4,44,1
4,45,1
4,46,1
4,47,1
4,48,1
4,49,1
5,50,1
5,51,1
5,52,1
5,53,1
5,54,1
5,55,1
5,56,1
5,57,1
5,58,1
5,59,1
5,60,1
300,61,1
301,62,1
301,63,1
301,64,1
301,65,1
301,66,1
301,67,1
301,68,1
301,69,1
301,70,1
301,71,1
301,72,1
301,73,1
302,74,1
302,75,1
302,76,1
302,77,1
302,78,1
302,79,1
302,80,1
302,81,1
302,82,1
302,83,1
302,84,1
302,85,1
303,86,1
303,87,1
303,88,1
303,89,1
303,90,1
303,91,1
303,92,1
303,93,1
303,94,1
303,95,1
303,96,1
303,97,1
304,98,1
304,99,1
304,100,1
304,101,1
304,102,1
304,103,1
304,104,1
304,105,1
304,106,1
304,107,1
304,108,1
304,109,1
305,110,1
305,111,1
305,112,1
305,113,1
305,114,1
305,115,1
305,116,1
305,117,1
305,118,1
305,119,1
305,120,1
600,121,1
601,122,1
601,123,1
601,124,1
601,125,1
601,126,1
601,127,1
601,128,1
601,129,1
601,130,1
601,131,1
601,132,1
601,133,1
602,134,1
602,135,1
602,136,1
602,137,1
602,138,1
602,139,1
602,140,1
602,141,1
602,142,1
602,143,1
602,144,1
602,145,1
603,146,1
603,147,1
603,148,1
603,149,1
603,150,1
603,151,1
603,152,1
603,153,1
603,154,1
603,155,1
603,156,1
603,157,1
604,158,1
604,159,1
604,160,1
604,161,1
604,162,1
604,163,1
604,164,1
604,165,1
604,166,1
604,167,1
604,168,1
604,169,1
605,170,1
605,171,1
605,172,1
605,173,1
605,174,1
605,175,1
605,176,1
605,177,1
605,178,1
605,179,1
605,180,1
900,181,1
901,182,1
901,183,1
901,184,1
901,185,1
901,186,1
901,187,1
901,188,1
901,189,1
901,190,1
901,191,1
901,192,1
901,193,1
902,194,1
902,195,1
902,196,1
902,197,1
902,198,1
902,199,1
902,200,1
902,201,1
902,202,1
902,203,1
902,204,1
902,205,1
903,206,1
903,207,1
903,208,1
903,209,1
903,210,1
903,211,1
903,212,1
903,213,1
903,214,1
903,215,1
903,216,1
903,217,1
904,218,1
904,219,1
904,220,1
904,221,1
904,222,1
904,223,1
904,224,1
904,225,1
904,226,1
904,227,1
904,228,1
904,229,1
905,230,1
905,231,1
905,232,1
905,233,1
905,234,1
905,235,1
905,236,1
905,237,1
905,238,1
905,239,1
905,240,1
1200,241,1
1201,242,1
1201,243,1
1201,244,1
1201,245,1
1201,246,1
1201,247,1
1201,248,1
1201,249,1
1201,250,1
1201,251,1
1201,252,1
1201,253,1
1202,254,1
1202,255,1
1202,256,1
1202,257,1
1202,258,1
1202,259,1
1202,260,1
1202,261,1
1202,262,1
1202,263,1
1202,264,1
1202,265,1
1203,266,1
1203,267,1
1203,268,1
1203,269,1
1203,270,1
1203,271,1
1203,272,1
1203,273,1
1203,274,1
1203,275,1
1203,276,1
1203,277,1
1204,278,1
1204,279,1
1204,280,1
1204,281,1
1204,282,1
1204,283,1
1204,284,1
1204,285,1
1204,286,1
1204,287,1
1204,288,1
1204,289,1
1205,290,1
1205,291,1
1205,292,1
1205,293,1
1205,294,1
1205,295,1
1205,296,1
1205,297,1
1205,298,1
1205,299,1
1205,300,1
1500,301,1
1501,302,1
1501,303,1
1501,304,1
1501,305,1
1501,306,1
1501,307,1
1501,308,1
1501,309,1
1501,310,1
1501,311,1
1501,312,1
1501,313,1
1502,314,1
1502,315,1
1502,316,1
1502,317,1
1502,318,1
1502,319,1
1502,320,1
1502,321,1
1502,322,1
1502,323,1
1502,324,1
1502,325,1
1503,326,1
1503,327,1
1503,328,1
1503,329,1
1503,330,1
1503,331,1
1503,332,1
1503,333,1
1503,334,1
1503,335,1
1503,336,1
1503,337,1
1504,338,1
1504,339,1
1504,340,1
1504,341,1
1504,342,1
1504,343,1
1504,344,1
1504,345,1
1504,346,1
1504,347,1
1504,348,1
1504,349,1
1505,350,1
1505,351,1
1505,352,1
1505,353,1
1505,354,1
1505,355,1
1505,356,1
1505,357,1
1505,358,1
1505,359,1
1505,360,1
1800,361,1
